QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
"Why do many women repeat last letters of words on text messages and facebook comments, e.g ""hiii how are youuuu"", ""I am fineee"" etc?",https://www.quora.com/Why-do-many-women-repeat-last-letters-of-words-on-text-messages-and-facebook-comments-e-g-hiii-how-are-youuuu-I-am-fineee-etc,,,,,,,,,,
Do feminists really stand for women anymore? Or do they just hate men?,https://www.quora.com/Do-feminists-really-stand-for-women-anymore-Or-do-they-just-hate-men,,,,,,,,,,
Are still any christian teenage girls?,https://www.quora.com/Are-still-any-christian-teenage-girls,,,,,,,,,,
Is there relationship between physical appearance and belief?,https://www.quora.com/Is-there-relationship-between-physical-appearance-and-belief,,,,,,,,,,
"How does a woman with Figure: 36 30 38 look like? If anyone has any pic for that sizes, please upload.",https://www.quora.com/How-does-a-woman-with-Figure-36-30-38-look-like-If-anyone-has-any-pic-for-that-sizes-please-upload,,,,,,,,,,
What do you do if you see the girl (or man) of your dreams on The Tube?,https://www.quora.com/What-do-you-do-if-you-see-the-girl-or-man-of-your-dreams-on-The-Tube,,,,,,,,,,
What is the best way to impress a girl?,https://www.quora.com/What-is-the-best-way-to-impress-a-girl-2,,,,,,,,,,
Why do girls lead guys on to think they are interested in them?,https://www.quora.com/Why-do-girls-lead-guys-on-to-think-they-are-interested-in-them,,,,,,,,,,
"If a girl you know is walking by but looks on the ground and ignores you, also she sees you from a distant but ignores you when up close? (Guys or girls I need help quick)",https://www.quora.com/If-a-girl-you-know-is-walking-by-but-looks-on-the-ground-and-ignores-you-also-she-sees-you-from-a-distant-but-ignores-you-when-up-close-Guys-or-girls-I-need-help-quick,,,,,,,,,,
What's so attractive about Older women? Why do some younger me find them hot?,https://www.quora.com/Whats-so-attractive-about-older-women-Why-do-some-younger-men-find-them-hot,,,,,,,,,,
Is it possible to not to experience virginal dryness at age over fifty?,https://www.quora.com/Is-it-possible-to-not-to-experience-vaginal-dryness-at-age-over-fifty,,,,,,,,,,
Can drinking alcohol ruin the chances for a woman trying to get pregnant?,https://www.quora.com/Can-drinking-alcohol-ruin-the-chances-for-a-woman-trying-to-get-pregnant,,,,,,,,,,
"Love: Should I tell the girl that i am in love with her for last 3 years, even we never talked or seen each other?",https://www.quora.com/Love/Should-I-tell-the-girl-that-i-am-in-love-with-her-for-last-3-years-even-we-never-talked-or-seen-each-other,,,,,,,,,,
When a girl says she needs space does that mean she is having an affair?,https://www.quora.com/When-a-girl-says-she-needs-space-does-that-mean-she-is-having-an-affair,,,,,,,,,,
What is the ideal penis size for girls/women aged 20-30?,https://www.quora.com/What-is-the-ideal-penis-size-for-girls-women-aged-20-30,,,,,,,,,,
Are women attracted to men who play musical instruments such as the guitar?,https://www.quora.com/Are-women-attracted-to-men-who-play-musical-instruments-such-as-the-guitar,,,,,,,,,,
"What are some good community programs, camps or organizations that encourage young women to learn to code?",https://www.quora.com/What-are-some-good-community-programs-camps-or-organizations-that-encourage-young-women-to-learn-to-code,,,,,,,,,,
What is the female equivalent of gentleman adventurer?,https://www.quora.com/What-is-the-female-equivalent-of-gentleman-adventurer,,,,,,,,,,
Why do girls fight among themselves mostly when they stay together?,https://www.quora.com/Why-do-girls-fight-among-themselves-mostly-when-they-stay-together,,,,,,,,,,
How do make girlfriend and fuck her?,https://www.quora.com/How-do-make-girlfriend-and-fuck-her,,,,,,,,,,
How or where do I find desperate women who I can be openly desperate with?,https://www.quora.com/How-or-where-do-I-find-desperate-women-who-I-can-be-openly-desperate-with,,,,,,,,,,
"India: What charges would be pressed against me, if I elope with a girl (both above 21)and we both marry with consent? Is there something I can do to prevent these charges from being filed?",https://www.quora.com/India-What-charges-would-be-pressed-against-me-if-I-elope-with-a-girl-both-above-21-and-we-both-marry-with-consent-Is-there-something-I-can-do-to-prevent-these-charges-from-being-filed,,,,,,,,,,
"If a girl flirts with you physically but she barely talks to you like at all, is she playing hard to get, does she like you or is she just being nice?",https://www.quora.com/If-a-girl-flirts-with-you-physically-but-she-barely-talks-to-you-like-at-all-is-she-playing-hard-to-get-does-she-like-you-or-is-she-just-being-nice,,,,,,,,,,
When a straight female says she wish she was lesbian would she actually want to be lesbian?,https://www.quora.com/When-a-straight-female-says-she-wish-she-was-lesbian-would-she-actually-want-to-be-lesbian,,,,,,,,,,
Why are so many American women having children out of wedlock? And why do they choose guys who won't take care of their children?,https://www.quora.com/Why-are-so-many-American-women-having-children-out-of-wedlock-And-why-do-they-choose-guys-who-wont-take-care-of-their-children,,,,,,,,,,
"If I'm walking out-and-about and see an attractive girl, how do I get her number or initiate a conversation to get her number as I'm walking pass her? I'm black.",https://www.quora.com/If-Im-walking-out-and-about-and-see-an-attractive-girl-how-do-I-get-her-number-or-initiate-a-conversation-to-get-her-number-as-Im-walking-pass-her-Im-black,,,,,,,,,,
How do I get girl in night club?,https://www.quora.com/How-do-I-get-girl-in-night-club,,,,,,,,,,
How do I maintain a girlfriend?,https://www.quora.com/How-do-I-maintain-a-girlfriend,,,,,,,,,,
Why are modern American girls so haughty and arrogant?,https://www.quora.com/Why-are-modern-American-girls-so-haughty-and-arrogant,,,,,,,,,,
How can she slap?,https://www.quora.com/How-can-she-slap-2,,,,,,,,,,
Why do so few women work in grocers' meat departments?,https://www.quora.com/Why-do-so-few-women-work-in-grocers-meat-departments,,,,,,,,,,
How can i get closer to asian people especially girls?,https://www.quora.com/How-can-i-get-closer-to-asian-people-especially-girls,,,,,,,,,,
Do women enjoy breaking a mans ego?,https://www.quora.com/Do-women-enjoy-breaking-a-mans-ego,,,,,,,,,,
Why do girls my age always wanna date douchebags?,https://www.quora.com/Why-do-girls-my-age-always-wanna-date-douchebags,,,,,,,,,,
Why do white women dress sexy?,https://www.quora.com/Why-do-white-women-dress-sexy,,,,,,,,,,
"Male Behavior: If a woman finds a man creepy, will she always ignore him?",https://www.quora.com/Male-Behavior/If-a-woman-finds-a-man-creepy-will-she-always-ignore-him,,,,,,,,,,
Do female astronauts wear bras in space?,https://www.quora.com/Do-female-astronauts-wear-bras-in-space,,,,,,,,,,
Heterosexual women of Quora: What makes a penis attractive?,https://www.quora.com/Heterosexual-women-of-Quora-What-makes-a-penis-attractive,,,,,,,,,,
"I've just found out I have a raft of stds. How shall I approach this with. My partner? We have been together two years, so these infections must be from past carelessness but I'm assuming she has them also",https://www.quora.com/Ive-just-found-out-I-have-a-raft-of-stds-How-shall-I-approach-this-with-My-partner-We-have-been-together-two-years-so-these-infections-must-be-from-past-carelessness-but-Im-assuming-she-has-them-also,,,,,,,,,,
Is it normal for women to put other women down by saying hurtful things?   Why does this happen?,https://www.quora.com/Is-it-normal-for-women-to-put-other-women-down-by-saying-hurtful-things-Why-does-this-happen,,,,,,,,,,
What does it mean if a girl touches a guy quite often?,https://www.quora.com/What-does-it-mean-if-a-girl-touches-a-guy-quite-often,,,,,,,,,,
How can I figure out if the girl at my school whom I like is shaved or not?,https://www.quora.com/How-can-I-figure-out-if-the-girl-at-my-school-whom-I-like-is-shaved-or-not,,,,,,,,,,
Why do girls pick jerks as their boyfriends then after 6 months they breakup and post a question about it on Quora?,https://www.quora.com/Why-do-girls-pick-jerks-as-their-boyfriends-then-after-6-months-they-breakup-and-post-a-question-about-it-on-Quora,,,,,,,,,,
Are girls Sex hungry?,https://www.quora.com/Are-girls-Sex-hungry,,,,,,,,,,
What type girl's nature suits as per my nature?,https://www.quora.com/What-type-girls-nature-suits-as-per-my-nature,,,,,,,,,,
Why do female superheroes need to show masculine/butch attributes?,https://www.quora.com/Why-do-female-superheroes-need-to-show-masculine-butch-attributes,,,,,,,,,,
Why don't experts tell us that sex with lots of beautiful women is a great way to releive stress and feel great about oneself?,https://www.quora.com/Why-dont-experts-tell-us-that-sex-with-lots-of-beautiful-women-is-a-great-way-to-releive-stress-and-feel-great-about-oneself?srid=tnPa&share=1,,,,,,,,,,
Do ladies of rich family calls male prostitute to their home?,https://www.quora.com/Do-ladies-of-rich-family-calls-male-prostitute-to-their-home,,,,,,,,,,
How can I ask a girl for nude pics?,https://www.quora.com/How-can-I-ask-a-girl-for-nude-pics,,,,,,,,,,
A women rubbed her sandals on my chair. What does it mean?,https://www.quora.com/A-women-rubbed-her-sandals-on-my-chair-What-does-it-mean,,,,,,,,,,
Any girls or women here consider themselves buff?,https://www.quora.com/Any-girls-or-women-here-consider-themselves-buff,,,,,,,,,,
Why do famous women feel compelled to participate in scantily clad photo shoots?,https://www.quora.com/Why-do-famous-women-feel-compelled-to-participate-in-scantily-clad-photo-shoots,,,,,,,,,,
Why don't most educated men and women convert to Islam?,https://www.quora.com/Why-dont-most-educated-men-and-women-convert-to-Islam,,,,,,,,,,
Why do Indian women want someone who earns more than them and then they demand equality?,https://www.quora.com/Why-do-Indian-women-want-someone-who-earns-more-than-them-and-then-they-demand-equality,,,,,,,,,,
"Is it uncommon to have a round face and skinny body, especially for Asian girls?",https://www.quora.com/Is-it-uncommon-to-have-a-round-face-and-skinny-body-especially-for-Asian-girls,,,,,,,,,,
"Why is it acceptable for a guy to be skinny, but if a woman (not celebs) is skinny it's suddenly ''anorexia'' or a burden on society?",https://www.quora.com/Why-is-it-acceptable-for-a-guy-to-be-skinny-but-if-a-woman-not-celebs-is-skinny-its-suddenly-anorexia-or-a-burden-on-society,,,,,,,,,,
"How can women be less interested in sex than men, at the same time they prefer well-endowed men?",https://www.quora.com/How-can-women-be-less-interested-in-sex-than-men-at-the-same-time-they-prefer-well-endowed-men,,,,,,,,,,
Which is more profitable women's business? Selling cosmetics or selling lingerie? Why?,https://www.quora.com/Which-is-more-profitable-womens-business-Selling-cosmetics-or-selling-lingerie-Why,,,,,,,,,,
"What is it like to be a girl, a woman, a wife or somebody's daughter growing up in Russia?",https://www.quora.com/What-is-it-like-to-be-a-girl-a-woman-a-wife-or-somebodys-daughter-growing-up-in-Russia,,,,,,,,,,
Do Japanese girls like sex?,https://www.quora.com/Do-Japanese-girls-like-sex,,,,,,,,,,
Is Rapunzel a flat-chested woman in TANGLED?,https://www.quora.com/Is-Rapunzel-a-flat-chested-woman-in-TANGLED,,,,,,,,,,
Are women getting too powerful in Western society?,https://www.quora.com/Are-women-getting-too-powerful-in-Western-society,,,,,,,,,,
In what countries is it a norm for women to not wear a bra?,https://www.quora.com/In-what-countries-is-it-a-norm-for-women-to-not-wear-a-bra,,,,,,,,,,
How would you rate this girl?,https://www.quora.com/How-would-you-rate-this-girl,,,,,,,,,,
Is it okay to stop caring for your girlfriend?,https://www.quora.com/Is-it-okay-to-stop-caring-for-your-girlfriend,,,,,,,,,,
Should I propose to a girl in my class whom I have never talked to but who knows that I love her?,https://www.quora.com/Should-I-propose-to-a-girl-in-my-class-whom-I-have-never-talked-to-but-who-knows-that-I-love-her,,,,,,,,,,
So there is this girl who I used to go to school with and I have pretty much always always liked her?,https://www.quora.com/So-there-is-this-girl-who-I-used-to-go-to-school-with-and-I-have-pretty-much-always-always-liked-her,,,,,,,,,,
Is it bad that me and my girlfriend plain text?,https://www.quora.com/Is-it-bad-that-me-and-my-girlfriend-plain-text,,,,,,,,,,
"Why are there so few new movies with baddasses, sexy women, guns and money?",https://www.quora.com/Why-are-there-so-few-new-movies-with-baddasses-sexy-women-guns-and-money,,,,,,,,,,
"Why do females adjust their top, kurta, etc. to cover breast/chest or bra strap while I talk to them?",https://www.quora.com/Why-do-females-adjust-their-top-kurta-etc-to-cover-breast-chest-or-bra-strap-while-I-talk-to-them,,,,,,,,,,
Do indian girls like wet horny long kiss?,https://www.quora.com/Do-indian-girls-like-wet-horny-long-kiss,,,,,,,,,,
Why the girls are cold blooded?,https://www.quora.com/Why-the-girls-are-cold-blooded,,,,,,,,,,
Do women stand bowlegged just to get a man's attention?,https://www.quora.com/Do-women-stand-bowlegged-just-to-get-a-mans-attention,,,,,,,,,,
Why do females hide their breasts?,https://www.quora.com/Why-do-females-hide-their-breasts,,,,,,,,,,
I met a girl who is?,https://www.quora.com/I-met-a-girl-who-is,,,,,,,,,,
Do fat women more sexydrive?,https://www.quora.com/Do-fat-women-more-sexydrive,,,,,,,,,,
Question That Contains Assumptions: Why do women have much more forceful urination than men?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-do-women-have-much-more-forceful-urination-than-men,,,,,,,,,,
How can a good looking guy get free sex? How can you tell if a girl wants to sleep with you or not?,https://www.quora.com/How-can-a-good-looking-guy-get-free-sex-How-can-you-tell-if-a-girl-wants-to-sleep-with-you-or-not,,,,,,,,,,
